year,sex,rank,name,size,perc,total_size,total_perc
1995,F,17,Brittany,219,0.576588911,6019,15.84698015
1993,M,38,Jesse,219,0.543910193,16566,41.14345321
1992,F,27,Amber,219,0.565935344,9610,24.83396646
1984,F,29,Katie,219,0.653380273,10854,32.38260039
1984,M,41,Scott,219,0.618486825,19333,54.59911322
2013,F,12,Elizabeth,218,0.521805735,3634,8.698357987
2012,M,27,Carter,218,0.5,"8,081",18.1
2008,M,37,Angel,218,0.472997895,11020,23.91026058
2006,M,37,Jose,218,0.489491647,11336,25.45356565
2005,F,16,Ashley,218,0.540996625,4880,12.11038316
2005,M,33,Caleb,218,0.515013348,10284,24.29540032
2003,F,18,Jessica,218,0.552430186,5605,14.20353758
2002,M,40,Noah,218,0.53887035,12616,31.18526758
1999,F,20,Sydney,218,0.562566127,6376,16.45376893
1994,F,20,Jennifer,218,0.576765352,7032,18.60465116
1993,F,22,Alyssa,218,0.566189648,7965,20.68669974
1990,F,29,Christina,218,0.562101952,11267,29.0513885
2010,F,12,Lily,217,0.5,"3,848",9.1
2005,M,34,Mason,217,0.512650901,10501,24.80805122
2003,F,19,Alyssa,217,0.549896103,5822,14.75343368
2000,M,35,Jose,217,0.521985952,12687,30.51813721
1986,F,25,Rebecca,217,0.640930974,9853,29.10181056
1985,M,41,Mark,217,0.605350518,19258,53.7227662
2013,F,13,Avery,216,0.517018527,3850,9.215376514
2013,M,29,Jayden,216,0.5,"8,409",18.8
2012,M,28,Nathan,216,0.5,"8,297",18.6
2012,M,29,Ryan,216,0.5,"8,513",19
2011,F,14,Evelyn,216,0.5,"4,143",9.8
2011,M,32,Isaac,216,0.5,"9,368",21
2010,M,31,Jonathan,216,0.5,"9,253",20.9
2009,F,15,Mia,216,0.495993019,4582,10.52148155
2008,F,16,Hannah,216,0.5,"4,969",11.2
2006,M,38,Jayden,216,0.485000898,11552,25.93856655
2004,M,39,Aidan,216,0.513003206,11906,28.27692673
2002,F,21,Natalie,216,0.560354891,6127,15.89488157
2002,M,41,Jackson,216,0.533926585,12832,31.71919417
1999,F,21,Rachel,216,0.55740497,6592,17.01117391
1996,M,35,Connor,216,0.539865034,13934,34.82629343
1994,M,35,Christian,216,0.545895673,15272,38.59684594
1983,F,30,Katie,216,0.648084251,11412,34.24045126
1981,F,28,Shannon,216,0.635294118,10850,31.91176471
2012,M,30,Caleb,215,0.5,"8,728",19.5
2010,F,13,Natalie,215,0.5,"4,063",9.6
2010,M,32,Henry,215,0.5,"9,468",21.4
2009,F,16,Alexis,215,0.493696755,4797,11.0151783
2006,M,39,Nicholas,215,0.482755524,11767,26.42132208
2005,M,35,Gavin,215,0.507926008,10716,25.31597723
2005,M,36,Jose,215,0.507926008,10931,25.82390323
2005,M,37,Lucas,215,0.507926008,11146,26.33182924
2005,M,38,Luke,215,0.507926008,11361,26.83975525
2004,F,19,Sarah,215,0.542805928,5583,14.09528138
2001,F,21,Lauren,215,0.552415211,6341,16.29239466
2001,M,37,Caleb,215,0.529308944,12307,30.29862872
2000,F,21,Chloe,215,0.545283928,6628,16.80996221
1994,F,21,Alexis,215,0.568828214,7247,19.17347938
1994,F,22,Anna,215,0.568828214,7462,19.74230759
1993,F,23,Alexandra,215,0.558398047,8180,21.24509778
1991,M,45,Jason,215,0.525736643,19962,48.8128133
1986,F,26,Erin,215,0.635023777,10068,29.73683433
1983,M,42,Dustin,215,0.608203678,20038,56.68458274
2013,M,30,Carter,214,0.5,"8,623",19.3
2011,M,33,Carter,214,0.5,"9,582",21.5
2010,M,33,Evan,214,0.5,"9,682",21.9
2007,M,39,Nicholas,214,0.468291829,11846,25.92235984
1996,F,17,Anna,214,0.565210501,5812,15.35048333
1995,F,18,Alexis,214,0.56342478,6233,16.41040493
1994,F,23,Madison,214,0.566182501,7676,20.30849009
1994,M,36,Eric,214,0.540841084,15486,39.13768702
1994,M,37,Taylor,214,0.540841084,15700,39.6785281
1993,M,39,Timothy,214,0.531492152,16780,41.67494536
1992,F,28,Alyssa,214,0.553014446,9824,25.3869809
1987,F,27,Katherine,214,0.627971125,10314,30.26586067
2009,M,36,Christopher,213,0.5,"10,622",23.2
2006,F,18,Sarah,213,0.503438985,5395,12.75142405
2006,M,40,Aidan,213,0.478264775,11980,26.89958685
2004,F,20,Ava,213,0.537756571,5796,14.63303795
1997,M,34,Thomas,213,0.532087632,13383,33.43159052
1995,M,35,Jason,213,0.542564573,14489,36.90712721
1990,F,30,Anna,213,0.549209705,11480,29.6005982
1989,M,45,Jared,213,0.551613405,19778,51.21976485
1988,F,27,Amy,213,0.602545969,10316,29.1824611
1980,F,27,Emily,213,0.645826385,10313,31.26951881
2013,M,31,Matthew,212,0.5,"8,835",19.7
2010,M,34,Landon,212,0.5,"9,894",22.4
2008,M,38,Jonathan,212,0.459979605,11232,24.37024019
2005,F,17,Anna,212,0.52610681,5092,12.63648997
2003,M,38,John,212,0.516821063,11889,28.98342272
2003,M,39,Jordan,212,0.516821063,12101,29.50024378
2001,M,38,Thomas,212,0.521923238,12519,30.82055196
2000,M,36,Isaac,212,0.509958626,12899,31.02809583
1997,M,35,Noah,212,0.529589568,13595,33.96118009
1990,M,47,Trevor,212,0.52139695,20984,51.6084604
1989,F,27,Katie,212,0.574556887,10694,28.98260068
2012,M,31,Jack,211,0.5,"8,939",20
2007,M,40,Austin,211,0.46172699,12057,26.38408683
2006,F,19,Alexis,211,0.498711858,5606,13.2501359
2004,M,40,Jack,211,0.501128132,12117,28.77805486
2002,M,42,Christian,211,0.521567173,13043,32.24076134
2000,M,37,Connor,211,0.507553161,13110,31.53564899
1998,F,17,Lauren,211,0.5439967,5845,15.06948204
1998,M,36,Thomas,211,0.51649858,13362,32.70831293
1995,M,36,Eric,211,0.53747007,14700,37.44459728
1988,M,45,Patrick,211,0.567723188,19699,53.00274444
1984,F,30,Lindsey,211,0.629512501,11065,33.01211289
1984,M,42,Dustin,211,0.595893699,19544,55.19500692
2012,F,12,Chloe,210,0.5,"3,724",8.7
2012,M,32,Matthew,210,0.5,"9,149",20.5
2011,F,15,Mia,210,0.5,"4,353",10.3
2010,M,35,Gavin,210,0.5,"10,104",22.8
2008,M,39,Brandon,210,0.455640174,11442,24.82588036
2007,F,18,Addison,210,0.48585244,5510,12.74784258
2006,M,41,Hunter,210,0.471528651,12190,27.3711155
2005,F,18,Sarah,210,0.521143538,5302,13.15763351
2004,M,41,Isaiah,210,0.498753117,12327,29.27680798
2002,F,22,Chloe,210,0.544789478,6337,16.43967105
2000,M,38,Caleb,210,0.505147696,13320,32.04079669
1995,F,19,Alyssa,210,0.552893476,6443,16.9632984
1993,M,40,Steven,210,0.521557719,16990,42.19650308
1991,F,28,Katherine,210,0.537772087,10539,26.98847631
1991,M,46,Trevor,210,0.513510209,20172,49.32632351
1989,M,46,Cameron,210,0.543844202,19988,51.76360905
1988,F,28,Katherine,210,0.594059406,10526,29.77652051
1986,F,27,Andrea,210,0.620255782,10278,30.35709011
1986,F,28,Jamie,210,0.620255782,10488,30.9773459
2012,M,33,Joshua,209,0.5,"9,358",20.9
2012,M,34,Levi,209,0.5,"9,567",21.4
2011,M,34,Nathan,209,0.5,"9,791",22
2005,M,39,Aidan,209,0.493751329,11570,27.33350658
2001,M,39,Jordan,209,0.514537532,12728,31.33508949
1998,M,37,Caleb,209,0.511602859,13571,33.21991579
1989,F,28,Christina,209,0.566426365,10903,29.54902705
1986,F,29,Whitney,209,0.617302183,10697,31.59464808
2009,M,37,Tyler,208,0.5,"10,830",23.7
2005,F,19,Chloe,208,0.516180266,5510,13.67381378
2005,M,40,Austin,208,0.491388882,11778,27.82489546
2003,F,20,Natalie,208,0.527089352,6030,15.28052303
2000,F,22,Sophia,208,0.527530498,6836,17.33749271
1997,F,19,Kayla,208,0.545788507,6402,16.79874049
1995,M,37,Cameron,208,0.529828315,14908,37.97442559
1993,M,41,Eric,208,0.516590503,17198,42.71309358
1991,F,29,Sara,208,0.532650448,10747,27.52112676
1989,F,29,Sara,208,0.563716191,11111,30.11274324
1980,M,42,Patrick,208,0.59720348,19488,55.95337219
2012,M,35,Hunter,207,0.5,"9,774",21.9
2011,M,35,Ryan,207,0.5,"9,998",22.4
2009,M,38,Angel,207,0.5,"11,037",24.2
2008,M,40,Jose,207,0.449131029,11649,25.27501139
2006,M,42,Christian,207,0.464792527,12397,27.83590803
2000,M,39,Isaiah,207,0.4979313,13527,32.53872799
1997,M,36,Cameron,207,0.517099248,13802,34.47827933
1994,F,24,Danielle,207,0.547662513,7883,20.8561526
1994,M,38,Steven,207,0.52315002,15907,40.20167812
1989,F,30,Hannah,207,0.561006017,11318,30.67374926
1989,M,47,Patrick,207,0.536074999,20195,52.29968405
1988,F,29,Laura,207,0.585572843,10733,30.36209335
1985,M,42,Alexander,207,0.57745418,19465,54.30022038
1985,M,43,Dustin,207,0.57745418,19672,54.87767456
1984,F,31,Lisa,207,0.617578615,11272,33.62969151
2012,M,36,Oliver,206,0.5,"9,980",22.3
2008,M,41,Liam,206,0.446961314,11855,25.72197271
2007,M,41,Zachary,206,0.450785592,12263,26.83487242
2006,M,43,Lucas,206,0.462547153,12603,28.29845518
2006,M,44,Zachary,206,0.462547153,12809,28.76100234
2002,M,43,Jack,206,0.509207762,13249,32.7499691
2001,M,40,Cole,206,0.507151826,12934,31.84224132
1996,F,18,Lauren,206,0.544081137,6018,15.89456447
1990,M,48,Jeremy,206,0.506640433,21190,52.11510084
1988,F,30,Sara,206,0.582743989,10939,30.94483734
2012,F,13,Charlotte,205,0.5,"3,929",9.2
2012,F,14,Natalie,205,0.5,"4,134",9.7
2011,M,36,Jonathan,205,0.5,"10,203",22.9
2010,F,14,Grace,205,0.5,"4,268",10.1
2004,M,42,John,205,0.486878043,12532,29.76368602
2003,M,40,Jack,205,0.499756217,12306,30
2002,M,44,Thomas,205,0.506735879,13454,33.25670498
2000,M,40,Cole,205,0.49312037,13732,33.03184836
2000,M,41,Gabriel,205,0.49312037,13937,33.52496873
1999,F,22,Natalie,205,0.529018606,6797,17.54019251
1993,M,42,Brian,205,0.509139678,17403,43.22223326
1990,M,49,Jason,205,0.504181013,21395,52.61928185
1988,M,46,Cameron,205,0.551579401,19904,53.55432384
1986,F,30,Crystal,205,0.605487787,10902,32.20013587
1980,M,43,Dustin,205,0.588589968,19693,56.54196216
2005,M,41,Christian,204,0.481939096,11982,28.30683456
2001,F,22,Sophia,204,0.524152107,6545,16.81654676
1999,F,23,Hailey,204,0.526438027,7001,18.06663054
1999,M,37,Cody,204,0.499718296,13324,32.63846361
1995,F,20,Jennifer,204,0.537096519,6647,17.50039492
1994,F,25,Rebecca,204,0.539725375,8087,21.39587798
1991,F,30,Taylor,204,0.52240717,10951,28.04353393
1987,F,28,Andrea,204,0.59862668,10518,30.86448735
1987,F,29,Kimberly,204,0.59862668,10722,31.46311403
1985,F,32,Lindsey,204,0.593558148,11779,34.27216387
1981,F,29,Danielle,204,0.6,11054,32.51176471
2013,F,14,Madison,203,0.485901671,4053,9.701278185
2013,M,32,Anthony,203,0.5,"9,038",20.2
2013,M,33,Caleb,203,0.5,"9,241",20.6
2012,M,37,Joseph,203,0.5,"10,183",22.8
2005,M,42,John,203,0.47957665,12185,28.78641121
2000,M,42,Cody,203,0.488309439,14140,34.01327817
2000,M,43,Logan,203,0.488309439,14343,34.50158761
1997,M,37,Kevin,203,0.507106992,14005,34.98538633
1996,M,36,Eric,203,0.507373157,14137,35.33366658
1995,F,21,Sierra,203,0.534463693,6850,18.03485862
1995,M,38,Jesse,203,0.517092058,15111,38.49151765
1994,F,26,Kelsey,203,0.537079662,8290,21.93295764
1992,M,44,Jason,203,0.492933806,19015,46.17308533
1989,F,31,Tiffany,203,0.550165321,11521,31.22391458
1988,F,31,Andrea,203,0.574257426,11142,31.51909477
1986,F,31,Katherine,203,0.599580589,11105,32.79971645
1984,F,32,Katherine,203,0.605644728,11475,34.23533624
1981,M,42,Patrick,203,0.567245089,19939,55.71576271
2012,F,15,Avery,202,0.5,"4,336",10.2
2010,M,36,Connor,202,0.5,"10,306",23.3
2007,F,19,Alexis,202,0.467343775,5712,13.21518636
2004,F,21,Jessica,202,0.509985104,5998,15.14302305
2003,F,21,Sydney,202,0.511884851,6232,15.79240789
2003,M,41,Mason,202,0.492442711,12508,30.49244271
1999,M,38,Gabriel,202,0.494819097,13526,33.13328271
1992,F,29,Victoria,202,0.52200429,10026,25.90898519
1981,M,43,Tyler,202,0.564450778,20141,56.28021349
1980,F,28,Mary,202,0.612473849,10515,31.88199266
1980,M,44,Derek,202,0.579976456,19895,57.12193861
2008,M,42,Christian,201,0.436112738,12056,26.15808544
2006,M,45,Connor,201,0.45132028,13010,29.21232262
2005,M,43,Isaiah,201,0.474851757,12386,29.26126296
2001,F,23,Natalie,201,0.516443988,6746,17.33299075
2001,M,41,Jose,201,0.494842315,13135,32.33708363
1998,F,18,Amanda,201,0.518214866,6046,15.58769691
1998,M,38,Cody,201,0.492019975,13772,33.71193577
1996,F,19,Alexandra,201,0.530875284,6219,16.42543976
1995,F,22,Alexandra,201,0.529198041,7051,18.56405666
1995,F,23,Lauren,201,0.529198041,7252,19.0932547
1994,F,27,Victoria,201,0.531788237,8491,22.46474588
1993,M,43,Christian,201,0.499205245,17604,43.72143851
1989,M,48,Charles,201,0.520536593,20396,52.82022065
1987,F,30,Lauren,201,0.589823346,10923,32.05293738
1986,M,42,Travis,201,0.565575846,18983,53.41455865
1985,M,44,Patrick,201,0.560716378,19873,55.43839094
2012,F,16,Madison,200,0.5,"4,536",10.6
2010,M,37,Christopher,200,0.5,"10,506",23.7
2009,F,17,Grace,200,0.459252796,4997,11.4744311
2009,M,39,Evan,200,0.4,"11,237",24.6
2008,M,43,Lucas,200,0.433943023,12256,26.59202847
2000,M,44,Jack,200,0.481093043,14543,34.98268065
1998,M,39,Logan,200,0.489572114,13972,34.20150788
1994,F,28,Alexandra,200,0.529142525,8691,22.9938884
1989,F,32,Amy,200,0.542034799,11721,31.76594937
1983,F,31,Katherine,200,0.60007801,11612,34.84052927
1982,F,29,Katherine,200,0.589049569,10882,32.05018702
1981,M,44,Charles,200,0.558862157,20341,56.83907564
2010,M,38,Carter,199,0.4,"10,705",24.2
2003,F,22,Lauren,199,0.504282601,6431,16.29669049
2003,M,42,Justin,199,0.485129205,12707,30.97757192
2001,F,24,Rachel,199,0.511305242,6945,17.84429599
2000,F,23,Natalie,199,0.504704659,7035,17.84219737
1997,F,20,Anna,199,0.522172658,6601,17.32091315
1992,F,30,Anna,199,0.514251751,10225,26.42323694
1990,F,31,Taylor,199,0.513111415,11679,30.11370962
1989,F,33,Alyssa,199,0.539324625,11920,32.305274
1980,F,29,Laura,199,0.603377702,10714,32.48537036
2010,M,39,Dylan,198,0.4,"10,903",24.6
2005,M,44,Connor,198,0.467764417,12584,29.72902738
2005,M,45,Owen,198,0.467764417,12782,30.1967918
2003,M,43,Christian,198,0.48269137,12905,31.46026329
2002,F,23,Megan,198,0.513658651,6535,16.9533297
1998,F,19,Rebecca,198,0.510480316,6244,16.09817722
1997,F,21,Haley,198,0.519548675,6799,17.84046182
1997,M,38,Logan,198,0.494616672,14203,35.480003
1996,M,37,Adam,198,0.494876281,14335,35.82854286
1988,F,32,Kimberly,198,0.560113154,11340,32.07920792
1987,F,31,Whitney,198,0.581020013,11121,32.63395739
2011,F,16,Brooklyn,197,0.5,"4,550",10.8
2011,M,37,Isaiah,197,0.4,"10,400",23.3
2010,F,15,Mia,197,0.5,"4,465",10.6
1999,M,39,Caleb,197,0.4825711,13723,33.61585381
1998,F,20,Anna,197,0.507902132,6441,16.60607936
1998,F,21,Nicole,197,0.507902132,6638,17.11398149
1998,M,40,Isaac,197,0.482228532,14169,34.68373641
1995,F,24,Rebecca,197,0.518666737,7449,19.61192144
1995,F,25,Victoria,197,0.518666737,7646,20.13058817
1993,F,24,Chelsea,197,0.511648443,8377,21.75674623
1993,M,44,Jason,197,0.489270813,17801,44.21070932
1992,F,31,Alexandra,197,0.509083392,10422,26.93232034
1989,M,49,Scott,197,0.510177656,20593,53.3303983
1986,F,32,Lindsey,197,0.581858995,11302,33.38157545
1984,M,43,Paul,197,0.556355729,19741,55.75136265
1980,M,45,Paul,197,0.565620604,20092,57.68755922
2012,F,17,Amelia,196,0.5,"4,732",11.1
2009,M,40,Dylan,196,0.4,"11,433",25
2007,M,42,Christian,196,0.428902797,12459,27.26377522
2006,F,20,Anna,196,0.463258408,5802,13.71339431
2001,M,42,Elijah,196,0.482532805,13331,32.81961644
1999,M,40,Jose,196,0.4801215,13919,34.09597531
1992,F,32,Kaitlyn,196,0.506499212,10618,27.43881955
1992,M,45,Christian,196,0.475936089,19211,46.64902142
1992,M,46,Richard,196,0.475936089,19407,47.12495751
1991,M,47,Richard,196,0.479276195,20368,49.80559971
1985,F,33,Lauren,196,0.570281358,11975,34.84244523
1984,M,44,Mark,196,0.553531588,19937,56.30489424
2009,F,18,Samantha,195,0.447771476,5192,11.92220258
2005,M,46,Hunter,195,0.460677077,12977,30.65746887
1998,M,41,Jared,195,0.477332811,14364,35.16106923
1996,F,20,Jennifer,195,0.515028261,6414,16.94046802
1994,F,29,Katherine,195,0.515913961,8886,23.50980237
1991,F,31,Anna,195,0.499359795,11146,28.54289373
1986,M,43,Dustin,195,0.548692985,19178,53.96325164
1981,F,30,Katie,195,0.573529412,11249,33.08529412
2013,F,15,Sofia,194,0.464359232,4247,10.16563742
2009,M,41,Henry,194,0.4,"11,627",25.4
2009,M,42,Isaiah,194,0.4,"11,821",25.9
2005,M,47,Brandon,194,0.458314631,13171,31.11578351
2004,M,43,Cameron,194,0.46075288,12726,30.2244389
1999,F,24,Nicole,194,0.500632242,7195,18.56726278
1998,M,42,Alex,194,0.474884951,14558,35.63595418
1998,M,43,Jose,194,0.474884951,14752,36.11083913
1996,F,21,Emma,194,0.51238709,6608,17.45285511
1996,M,38,Alex,194,0.48487878,14529,36.31342164
1995,F,26,Danielle,194,0.510768259,7840,20.64135643
1995,F,27,Sydney,194,0.510768259,8034,21.15212469
1990,F,32,Amy,194,0.500219168,11873,30.61392878
1990,F,33,Brianna,194,0.500219168,12067,31.11414795
1990,M,50,Jared,194,0.477127398,21589,53.09640925
1989,F,34,Alicia,194,0.525773755,12114,32.83104775
1988,F,33,Anna,194,0.548797737,11534,32.62800566
1985,M,45,Derek,194,0.541188942,20067,55.97957988
1984,M,45,Stephen,194,0.547883307,20131,56.85277754
1982,F,30,Katie,194,0.571378082,11076,32.6215651
1981,F,31,Mary,194,0.570588235,11443,33.65588235
2013,F,16,Harper,193,0.461965628,4440,10.62760304
2013,M,34,Joshua,193,0.4,"9,434",21.1
2012,F,18,Grace,193,0.5,"4,925",11.5
2011,F,17,Lily,193,0.5,"4,743",11.2
2008,F,17,Mia,193,0.4,"5,162",11.7
2007,M,43,Hunter,193,0.422337958,12652,27.68611318
2007,M,44,Landon,193,0.422337958,12845,28.10845114
2001,M,43,Aaron,193,0.475147099,13524,33.29476353
1999,M,41,Logan,193,0.472772702,14112,34.56874801
1998,F,22,Sydney,193,0.497589399,6831,17.61157089
1987,F,32,Crystal,193,0.56634779,11314,33.20030518
1986,F,33,Tiffany,193,0.570044599,11495,33.95162005
1985,F,34,Lisa,193,0.561552562,12168,35.40399779
2013,F,17,Ella,192,0.459572024,4632,11.08717507
2007,M,45,John,192,0.420149678,13037,28.52860081
2006,M,46,Luke,192,0.43111191,13202,29.64343452
2005,F,20,Hailey,192,0.476474092,5702,14.15028787
2004,F,22,Taylor,192,0.484738317,6190,15.62776137
2001,F,25,Sydney,192,0.49331963,7137,18.33761562
1998,F,23,Natalie,192,0.495011215,7023,18.1065821
1998,M,44,Aaron,192,0.469989229,14944,36.58082836
1997,F,22,Rebecca,192,0.503804776,6991,18.3442666
1994,M,39,Connor,192,0.485240599,16099,40.68691872
1994,M,40,Timothy,192,0.485240599,16291,41.17215932
1993,F,25,Katherine,192,0.498662442,8569,22.25540867
1986,M,44,Paul,192,0.540251555,19370,54.50350319
1980,F,30,Anna,192,0.582153361,10906,33.06752373
2013,F,18,Chloe,191,0.457178419,4823,11.54435349
2012,F,19,Lillian,191,0.4,"5,116",12
2012,F,20,Zoey,191,0.4,"5,307",12.4
2011,M,38,Evan,191,0.4,"10,591",23.7
2009,M,43,Carter,191,0.4,"12,012",26.3
2009,M,44,Hunter,191,0.4,"12,203",26.7
2006,F,21,Ashley,191,0.451440592,5993,14.16483491
2004,F,23,Alyssa,191,0.482213638,6381,16.10997501
1997,F,23,Sydney,191,0.501180792,7182,18.84544739
1996,F,22,Rebecca,191,0.504463578,6799,17.95731868
1995,M,39,Taylor,191,0.48652504,15302,38.97804269
1991,F,32,Alexandra,191,0.489116517,11337,29.03201024
1991,M,48,Adam,191,0.467049762,20559,50.27264947
1989,M,50,Stephen,191,0.49463925,20784,53.82503755
1988,M,47,Charles,191,0.513910563,20095,54.06823441
1983,M,43,Zachary,191,0.540311174,20229,57.22489392
2011,M,39,Oliver,190,0.4,"10,781",24.2
2009,F,19,Hannah,190,0.436290156,5382,12.35849273
2008,F,18,Addison,190,0.4,"5,352",12.1
2008,F,19,Hailey,190,0.4,"5,542",12.5
2008,M,44,Luke,190,0.412245872,12446,27.00427434
2007,F,20,Ashley,190,0.439580779,5902,13.65476714
2006,M,47,Cameron,190,0.42662116,13392,30.07005569
2005,M,48,Angel,190,0.448864844,13361,31.56464835
2000,F,24,Rachel,190,0.48187882,7225,18.32407619
1997,F,24,Jennifer,190,0.498556809,7372,19.3440042
1997,M,39,Tanner,190,0.47463216,14393,35.95463516
1996,M,39,Caleb,190,0.47488128,14719,36.78830292
1994,M,41,Sean,190,0.480186009,16481,41.65234533
1993,F,26,Alexis,190,0.493468042,8759,22.74887671
1991,F,33,Christina,190,0.486555698,11527,29.51856594
1985,M,46,Cody,190,0.530030407,20257,56.50961029
1980,F,31,Katie,190,0.576089264,11096,33.64361299
2010,M,40,Jack,189,0.4,"11,092",25.1
2009,M,45,John,189,0.4,"12,392",27.1
2008,M,45,Zachary,189,0.410076157,12635,27.4143505
2004,M,44,Luke,189,0.448877806,12915,30.67331671
2001,M,44,Isaiah,189,0.46529949,13713,33.76006303
1999,F,25,Victoria,189,0.487729349,7384,19.05499213
1994,M,42,Brian,189,0.477658714,16670,42.13000404
1990,F,34,Sara,189,0.487326922,12256,31.60147487
1988,F,34,Katie,189,0.534653465,11723,33.16265912
2013,M,35,Landon,188,0.4,"9,622",21.5
2011,F,18,Amelia,188,0.4,"4,931",11.7
2010,M,41,Brayden,188,0.4,"11,280",25.5
2010,M,42,Ryan,188,0.4,"11,468",25.9
2009,F,20,Lillian,188,0.431697628,5570,12.79019036
2009,M,46,Connor,188,0.4,"12,580",27.5
2007,F,21,Alyssa,188,0.434953613,6090,14.08972075
2007,F,22,Sarah,188,0.434953613,6278,14.52467436
2007,M,46,Angel,188,0.41139656,13225,28.93999737
2006,F,22,Taylor,188,0.444349902,6181,14.60918481
2005,F,21,Taylor,188,0.466547548,5890,14.61683542
2004,M,45,Hunter,188,0.446502791,13103,31.1198195
2002,M,45,Jordan,188,0.46471388,13642,33.72141886
1999,M,42,Aaron,188,0.460524704,14300,35.02927271
1998,F,24,Kayla,188,0.484698481,7211,18.59128058
1997,M,40,Ethan,188,0.469636032,14581,36.42427119
1993,F,27,Amber,188,0.488273641,8947,23.23715035
1993,F,28,Victoria,188,0.488273641,9135,23.72542399
1991,M,49,Ian,188,0.459713902,20747,50.73236337
1987,F,33,Angela,188,0.551675568,11502,33.75198075
1985,M,47,Stephen,188,0.52445114,20445,57.03406143
1983,M,44,Bryan,188,0.531824611,20417,57.75671853
2012,M,38,John,187,0.4,"10,370",23.2
2011,M,40,Dylan,187,0.4,"10,968",24.6
2008,M,46,John,187,0.405736727,12822,27.82008722
